invoice_line_id,invoice_id,invoice_date,invoice_status,quantity,unit_price,discount,gross_amount,discount_amount,net_amount_local,revenue_usd,cost_total,profit_local,profit_usd,currency,rate_to_usd,customer_id,customer_name,customer_type,customer_country,customer_signup_date,product_id,product_name,product_category,cost_price,region,region_country,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,invoice_month_name,invoice_day_name
L0006370,INV001823,2023-08-03,Paid,0,811,0,0,0,0,0,0,0,0,INR,0.0118,C0204,Customer_204,Corporate,INDIA,2022-12-26,P031,Product_31,Electronics,183,EAST,null,2023,8,3,5,August,Thursday
L0000393,INV000116,2023-05-05,Paid,2,153,0,306,0,306,3.58,390,-84,-0.98,INR,0.0117,C0015,Customer_15,Corporate,USA,2020-03-02,P043,Product_43,Accessories,195,SOUTH,null,2023,5,2,6,May,Friday
L0002113,INV000601,2024-02-15,Cancelled,6,671,0,4026,0,4026,46.3,1704,2322,26.7,INR,0.0115,C0191,Customer_191,Retail,USA,2020-02-09,P035,Product_35,Electronics,284,NORTH,null,2024,2,1,5,February,Thursday
L0002124,INV000604,2024-04-17,Open,3,213,0,639,0,639,639,471,168,168,USD,1,C0026,Customer_26,Retail,USA,2023-12-07,P054,Product_54,Electronics,157,WEST,null,2024,4,2,4,April,Wednesday
L0002450,INV000705,2023-12-06,Open,1,0,0,0,0,0,0,159,-159,-178.59,EUR,1.1232,C0191,Customer_191,Retail,USA,2020-02-09,P005,Product_5,Electronics,159,EAST,null,2023,12,4,4,December,Wednesday
L0002564,INV000740,2023-04-29,Paid,6,216,0,1296,0,1296,1296,1998,-702,-702,USD,1,C0049,Customer_49,Corporate,UNKNOWN,2021-06-25,P048,Product_48,Electronics,333,NORTH,null,2023,4,2,7,April,Saturday
L0004261,INV001226,2024-02-05,Open,10,684,0,6840,0,6840,6840,790,6050,6050,USD,1,C0295,Customer_295,Retail,UNKNOWN,2021-05-26,P015,Product_15,Electronics,79,WEST,null,2024,2,1,2,February,Monday
L0004367,INV001259,2023-05-01,Paid,6,545,0,3270,0,3270,3270,2604,666,666,USD,1,C0272,Customer_272,Corporate,INDIA,2022-04-21,P036,Product_36,Accessories,434,EAST,null,2023,5,2,2,May,Monday
L0004454,INV001281,2024-08-10,Paid,8,133,0,1064,0,1064,1139.44,2608,-1544,-1653.47,EUR,1.0709,C0003,Customer_3,Test,INDIA,2020-02-21,P001,Product_1,Unknown,326,NORTH,null,2024,8,3,7,August,Saturday
L0004686,INV001346,2024-10-05,Cancelled,6,767,0,4602,0,4602,56.6,582,4020,49.45,INR,0.0123,C0244,Customer_244,Corporate,USA,2020-04-30,P002,Product_2,Electronics,97,NORTH,null,2024,10,4,7,October,Saturday
L0005731,INV001646,2023-10-15,Cancelled,8,0,0,0,0,0,0,872,-872,-872,USD,1,C0184,Customer_184,Retail,UNKNOWN,2020-11-26,P051,Product_51,Electronics,109,NORTH,null,2023,10,4,1,October,Sunday
L0000109,INV000032,2024-05-21,Paid,9,0,0.05,0,0,0,0,3051,-3051,-3051,USD,1,C0205,Customer_205,Corporate,INDIA,2020-09-14,P030,Product_30,Accessories,339,SOUTH,null,2024,5,2,3,May,Tuesday
L0001011,INV000286,2023-05-27,Paid,6,221,0,1326,0,1326,1326,2844,-1518,-1518,USD,1,C0225,Customer_225,Retail,USA,2022-02-03,P060,Product_60,Accessories,474,SOUTH,null,2023,5,2,7,May,Saturday
L0001331,INV000374,2023-10-01,Cancelled,8,134,0,1072,0,1072,1232.48,3472,-2400,-2759.28,EUR,1.1497,C0169,Customer_169,Retail,USA,2024-01-18,P036,Product_36,Accessories,434,NORTH,null,2023,10,4,1,October,Sunday
L0002393,INV000688,2024-10-29,Paid,1,768,0,768,0,768,9.45,266,502,6.17,INR,0.0123,C0210,Customer_210,Retail,INDIA,2020-12-04,P010,Product_10,Electronics,266,NORTH,null,2024,10,4,3,October,Tuesday
L0003067,INV000890,2024-11-03,Paid,8,556,0,4448,0,4448,4700.2,3112,1336,1411.75,EUR,1.0567,C0266,Customer_266,Corporate,UNKNOWN,2020-07-12,P049,Product_49,Accessories,389,SOUTH,null,2024,11,4,1,November,Sunday
L0005479,INV001571,2024-02-07,Paid,4,718,0,2872,0,2872,34.18,1896,976,11.61,INR,0.0119,C0019,Customer_19,Corporate,USA,2022-10-31,P060,Product_60,Accessories,474,SOUTH,null,2024,2,1,4,February,Wednesday
L0005490,INV001574,2023-01-09,Open,10,461,0,4610,0,4610,54.4,0,4610,54.4,INR,0.0118,C0144,Customer_144,Corporate,USA,2022-05-14,P028,Product_28,Electronics,0,SOUTH,null,2023,1,1,2,January,Monday
L0005973,INV001719,2023-08-22,Cancelled,10,658,0,6580,0,6580,6580,0,6580,6580,USD,1,C0051,Customer_51,Corporate,USA,2024-02-03,P022,Product_22,Accessories,0,NORTH,null,2023,8,3,3,August,Tuesday
L0006695,INV001905,2023-09-18,Paid,1,652,0,652,0,652,8.22,228,424,5.34,INR,0.0126,C0218,Customer_218,Test,UNKNOWN,2023-11-13,P041,Product_41,Accessories,228,SOUTH,null,2023,9,3,2,September,Monday
L0000507,INV000144,2024-03-28,Open,8,947,0,7576,0,7576,96.22,1256,6320,80.26,INR,0.0127,C0177,Customer_177,Test,USA,2021-09-03,P054,Product_54,Electronics,157,EAST,null,2024,3,1,5,March,Thursday
L0001004,INV000284,2023-12-28,Paid,8,378,0,3024,0,3024,3348.48,432,2592,2870.12,EUR,1.1073,C0223,Customer_223,Corporate,UNKNOWN,2023-10-07,P047,Product_47,Electronics,54,NORTH,null,2023,12,4,5,December,Thursday
L0001217,INV000343,2023-01-20,Paid,6,0,0,0,0,0,0,1110,-1110,-1255.52,EUR,1.1311,C0226,Customer_226,Corporate,INDIA,2022-06-16,P033,Product_33,Electronics,185,WEST,null,2023,1,1,6,January,Friday
L0002298,INV000660,2024-05-02,Paid,5,0,0.1,0,0,0,0,1500,-1500,-1500,USD,1,C0154,Customer_154,Test,INDIA,2020-01-24,P057,Product_57,Electronics,300,WEST,null,2024,5,2,5,May,Thursday
L0003431,INV000993,2024-06-20,Cancelled,7,169,0,1183,0,1183,13.72,763,420,4.87,INR,0.0116,C0255,Customer_255,Retail,USA,2021-03-14,P051,Product_51,Electronics,109,SOUTH,null,2024,6,2,5,June,Thursday
L0004176,INV001203,2023-10-23,Paid,7,232,0,1624,0,1624,1736.54,560,1064,1137.74,EUR,1.0693,C0230,Customer_230,Test,INDIA,2021-05-22,P006,Product_6,Electronics,80,EAST,null,2023,10,4,2,October,Monday
L0005610,INV001609,2024-09-25,Paid,3,936,0,2808,0,2808,34.26,921,1887,23.02,INR,0.0122,C0278,Customer_278,Test,INDIA,2023-08-16,P019,Product_19,Accessories,307,NORTH,null,2024,9,3,4,September,Wednesday
L0006089,INV001747,2024-06-22,Open,0,808,0,0,0,0,0,0,0,0,INR,0.0111,C0169,Customer_169,Retail,USA,2024-01-18,P055,Product_55,Electronics,154,WEST,null,2024,6,2,7,June,Saturday
L0006300,INV001802,2023-06-21,Open,1,550,0,550,0,550,586.8,326,224,238.99,EUR,1.0669,C0242,Customer_242,Retail,UNKNOWN,2023-12-20,P001,Product_1,Unknown,326,WEST,null,2023,6,2,4,June,Wednesday
L0000008,INV000003,2023-04-25,Paid,7,0,0,0,0,0,0,3157,-3157,-35.67,INR,0.0113,C0039,Customer_39,Retail,INDIA,2020-11-14,P009,Product_9,Electronics,451,SOUTH,null,2023,4,2,3,April,Tuesday
L0000708,INV000200,2024-06-27,Open,4,460,0,1840,0,1840,2112.32,1332,508,583.18,EUR,1.148,C0111,Customer_111,Test,USA,2021-03-08,P048,Product_48,Electronics,333,WEST,null,2024,6,2,5,June,Thursday
L0002853,INV000827,2024-08-17,Paid,1,290,0,290,0,290,317.49,339,-49,-53.65,EUR,1.0948,C0250,Customer_250,Test,USA,2022-11-18,P030,Product_30,Accessories,339,EAST,null,2024,8,3,7,August,Saturday
L0005849,INV001679,2024-08-20,Open,10,808,0,8080,0,8080,8080,4300,3780,3780,USD,1,C0278,Customer_278,Test,INDIA,2023-08-16,P052,Product_52,Accessories,430,SOUTH,null,2024,8,3,3,August,Tuesday
L0006039,INV001735,2024-05-01,Cancelled,3,369,0,1107,0,1107,1256,1017,90,102.11,EUR,1.1346,C0056,Customer_56,Test,USA,2020-06-10,P030,Product_30,Accessories,339,WEST,null,2024,5,2,4,May,Wednesday
L0006211,INV001779,2024-11-04,Paid,6,651,0,3906,0,3906,45.7,1596,2310,27.03,INR,0.0117,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P010,Product_10,Electronics,266,EAST,null,2024,11,4,2,November,Monday
L0000291,INV000089,2024-02-15,Paid,1,714,0,714,0,714,714,185,529,529,USD,1,C0252,Customer_252,Test,INDIA,2021-07-24,P008,Product_8,Electronics,185,NORTH,null,2024,2,1,5,February,Thursday
L0000659,INV000187,2024-02-13,Cancelled,10,812,0,8120,0,8120,95.82,1540,6580,77.64,INR,0.0118,C0213,Customer_213,Test,UNKNOWN,2023-05-27,P055,Product_55,Electronics,154,NORTH,null,2024,2,1,3,February,Tuesday
L0002942,INV000853,2024-03-26,Cancelled,3,0,0,0,0,0,0,1353,-1353,-1353,USD,1,C0085,Customer_85,Retail,INDIA,2023-10-31,P009,Product_9,Electronics,451,NORTH,null,2024,3,1,3,March,Tuesday
L0004025,INV001161,2023-04-03,Paid,4,594,0,2376,0,2376,2376,1852,524,524,USD,1,C0112,Customer_112,Corporate,INDIA,2023-03-07,P046,Product_46,Electronics,463,NORTH,null,2023,4,2,2,April,Monday
L0005707,INV001639,2024-12-09,Open,6,0,0,0,0,0,0,324,-324,-3.86,INR,0.0119,C0069,Customer_69,Corporate,INDIA,2021-08-15,P037,Product_37,Electronics,54,NORTH,null,2024,12,4,2,December,Monday
L0007020,INV001999,2023-09-20,Open,1,477,0,477,0,477,5.91,54,423,5.25,INR,0.0124,C0009,Customer_9,Test,USA,2023-10-17,P037,Product_37,Electronics,54,NORTH,null,2023,9,3,4,September,Wednesday
L0000579,INV000164,2023-04-29,Open,4,773,0,3092,0,3092,3092,300,2792,2792,USD,1,C0050,Customer_50,Corporate,INDIA,2020-03-29,P018,Product_18,Unknown,75,SOUTH,null,2023,4,2,7,April,Saturday
L0000865,INV000247,2024-09-17,Paid,4,0,0.1,0,0,0,0,320,-320,-3.74,INR,0.0117,C0146,Customer_146,Test,INDIA,2020-05-10,P006,Product_6,Electronics,80,WEST,null,2024,9,3,3,September,Tuesday
L0001303,INV000365,2024-08-04,Open,9,879,0,7911,0,7911,8822.35,3006,4905,5470.06,EUR,1.1152,C0055,Customer_55,Corporate,INDIA,2022-02-14,P012,Product_12,Accessories,334,EAST,null,2024,8,3,1,August,Sunday
L0002343,INV000676,2023-10-03,Paid,7,713,0,4991,0,4991,63.39,2093,2898,36.8,INR,0.0127,C0214,Customer_214,Retail,USA,2022-05-16,P013,Product_13,Electronics,299,NORTH,null,2023,10,4,3,October,Tuesday
L0002425,INV000697,2024-09-06,Paid,8,0,0.05,0,0,0,0,3864,-3864,-49.46,INR,0.0128,C0207,Customer_207,Corporate,USA,2023-09-13,P058,Product_58,Electronics,483,EAST,null,2024,9,3,6,September,Friday
L0002941,INV000853,2024-03-26,Cancelled,8,527,0,4216,0,4216,4216,2728,1488,1488,USD,1,C0085,Customer_85,Retail,INDIA,2023-10-31,P026,Product_26,Accessories,341,NORTH,null,2024,3,1,3,March,Tuesday
L0003108,INV000902,2024-05-08,Open,6,895,0,5370,0,5370,5795.84,2580,2790,3011.25,EUR,1.0793,C0060,Customer_60,Test,INDIA,2023-06-20,P052,Product_52,Accessories,430,NORTH,null,2024,5,2,4,May,Wednesday
L0003710,INV001081,2023-04-03,Paid,5,165,0,825,0,825,825,1705,-880,-880,USD,1,C0257,Customer_257,Corporate,UNKNOWN,2020-09-27,P026,Product_26,Accessories,341,SOUTH,null,2023,4,2,2,April,Monday
L0004013,INV001158,2024-08-29,Open,3,955,0,2865,0,2865,3036.61,471,2394,2537.4,EUR,1.0599,C0238,Customer_238,Corporate,INDIA,2023-04-20,P054,Product_54,Electronics,157,NORTH,null,2024,8,3,5,August,Thursday
L0004037,INV001165,2023-12-19,Open,9,790,0,7110,0,7110,86.03,2934,4176,50.53,INR,0.0121,C0046,Customer_46,Test,INDIA,2022-01-05,P001,Product_1,Unknown,326,NORTH,null,2023,12,4,3,December,Tuesday
L0004087,INV001179,2024-02-25,Paid,7,546,0,3822,0,3822,44.34,1596,2226,25.82,INR,0.0116,C0280,Customer_280,Retail,INDIA,2020-05-04,P041,Product_41,Accessories,228,EAST,null,2024,2,1,1,February,Sunday
L0004839,INV001389,2024-05-26,Open,2,395,0,790,0,790,10.19,708,82,1.06,INR,0.0129,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P027,Product_27,Electronics,354,EAST,null,2024,5,2,1,May,Sunday
L0005194,INV001485,2023-05-26,Paid,8,165,0,1320,0,1320,1320,1464,-144,-144,USD,1,C0134,Customer_134,Corporate,UNKNOWN,2020-10-10,P031,Product_31,Electronics,183,EAST,null,2023,5,2,6,May,Friday
L0006138,INV001760,2024-11-17,Paid,8,487,0,3896,0,3896,4128.2,1232,2664,2822.77,EUR,1.0596,C0238,Customer_238,Corporate,INDIA,2023-04-20,P055,Product_55,Electronics,154,WEST,null,2024,11,4,1,November,Sunday
L0006213,INV001780,2023-03-10,Open,2,186,0,372,0,372,412.47,666,-294,-325.99,EUR,1.1088,C0112,Customer_112,Corporate,INDIA,2023-03-07,P048,Product_48,Electronics,333,EAST,null,2023,3,1,6,March,Friday
L0000498,INV000142,2024-10-15,Paid,0,479,0,0,0,0,0,0,0,0,EUR,1.0724,C0131,Customer_131,Test,UNKNOWN,2022-03-28,P036,Product_36,Accessories,434,EAST,null,2024,10,4,3,October,Tuesday
L0002323,INV000667,2023-04-26,Paid,8,781,0,6248,0,6248,6248,1632,4616,4616,USD,1,C0213,Customer_213,Test,UNKNOWN,2023-05-27,P045,Product_45,Electronics,204,SOUTH,null,2023,4,2,4,April,Wednesday
L0002422,INV000697,2024-09-06,Paid,2,846,0,1692,0,1692,21.66,0,1692,21.66,INR,0.0128,C0207,Customer_207,Corporate,USA,2023-09-13,P017,Product_17,Electronics,0,EAST,null,2024,9,3,6,September,Friday
L0002580,INV000746,2023-06-13,Open,5,172,0,860,0,860,921.06,1550,-690,-738.99,EUR,1.071,C0054,Customer_54,Retail,INDIA,2020-09-12,P021,Product_21,Accessories,310,WEST,null,2023,6,2,3,June,Tuesday
L0002861,INV000830,2024-09-23,Cancelled,3,969,0,2907,0,2907,34.3,897,2010,23.72,INR,0.0118,C0157,Customer_157,Test,INDIA,2020-08-22,P013,Product_13,Electronics,299,SOUTH,null,2024,9,3,2,September,Monday
L0002922,INV000847,2024-04-25,Cancelled,5,619,0,3095,0,3095,3095,2415,680,680,USD,1,C0233,Customer_233,Test,INDIA,2021-11-23,P058,Product_58,Electronics,483,NORTH,null,2024,4,2,5,April,Thursday
L0003435,INV000994,2023-11-27,Paid,4,608,0,2432,0,2432,28.45,636,1796,21.01,INR,0.0117,C0210,Customer_210,Retail,INDIA,2020-12-04,P005,Product_5,Electronics,159,EAST,null,2023,11,4,2,November,Monday
L0003864,INV001122,2023-12-14,Open,5,385,0,1925,0,1925,24.45,1945,-20,-0.25,INR,0.0127,C0193,Customer_193,Retail,UNKNOWN,2022-01-13,P049,Product_49,Accessories,389,SOUTH,null,2023,12,4,5,December,Thursday
L0005674,INV001629,2024-07-04,Paid,5,118,0,590,0,590,7.2,485,105,1.28,INR,0.0122,C0217,Customer_217,Corporate,INDIA,2024-02-03,P002,Product_2,Electronics,97,WEST,null,2024,7,3,5,July,Thursday
L0005903,INV001693,2023-01-31,Paid,8,381,0,3048,0,3048,3048,0,3048,3048,USD,1,C0102,Customer_102,Test,USA,2023-11-03,P024,Product_24,Accessories,0,EAST,null,2023,1,1,3,January,Tuesday
L0005927,INV001702,2023-02-17,Paid,10,366,0,3660,0,3660,3660,1090,2570,2570,USD,1,C0244,Customer_244,Corporate,USA,2020-04-30,P051,Product_51,Electronics,109,EAST,null,2023,2,1,6,February,Friday
L0006116,INV001753,2023-09-03,Paid,9,786,0,7074,0,7074,7912.27,2322,4752,5315.11,EUR,1.1185,C0081,Customer_81,Test,USA,2021-03-05,P004,Product_4,Electronics,258,EAST,null,2023,9,3,1,September,Sunday
L0006355,INV001820,2023-06-19,Open,8,310,0,2480,0,2480,2705.68,1608,872,951.35,EUR,1.091,C0219,Customer_219,Retail,UNKNOWN,2021-02-15,P014,Product_14,Accessories,201,EAST,null,2023,6,2,2,June,Monday
L0001365,INV000384,2024-06-16,Open,8,631,0,5048,0,5048,5048,2832,2216,2216,USD,1,C0227,Customer_227,Corporate,USA,2022-11-25,P023,Product_23,Accessories,354,SOUTH,null,2024,6,2,1,June,Sunday
L0001450,INV000411,2024-02-02,Cancelled,7,673,0,4711,0,4711,5313.54,2366,2345,2644.93,EUR,1.1279,C0125,Customer_125,Test,INDIA,2023-02-23,P038,Product_38,Electronics,338,SOUTH,null,2024,2,1,6,February,Friday
L0001600,INV000451,2024-10-11,Paid,7,642,0,4494,0,4494,5077.77,3388,1106,1249.67,EUR,1.1299,C0140,Customer_140,Retail,USA,2020-11-09,P003,Product_3,Unknown,484,WEST,null,2024,10,4,6,October,Friday
L0001809,INV000513,2024-03-27,Paid,4,779,0,3116,0,3116,3116,436,2680,2680,USD,1,C0280,Customer_280,Retail,INDIA,2020-05-04,P051,Product_51,Electronics,109,WEST,null,2024,3,1,4,March,Wednesday
L0002404,INV000691,2024-03-09,Cancelled,6,0,0,0,0,0,0,2124,-2124,-2402.67,EUR,1.1312,C0193,Customer_193,Retail,UNKNOWN,2022-01-13,P027,Product_27,Electronics,354,WEST,null,2024,3,1,7,March,Saturday
L0003055,INV000887,2023-08-16,Open,2,841,0,1682,0,1682,1682,314,1368,1368,USD,1,C0190,Customer_190,Test,USA,2022-09-27,P054,Product_54,Electronics,157,NORTH,null,2023,8,3,4,August,Wednesday
L0004304,INV001240,2024-08-16,Paid,1,0,0,0,0,0,0,486,-486,-486,USD,1,C0120,Customer_120,Corporate,INDIA,2022-07-28,P056,Product_56,Electronics,486,NORTH,null,2024,8,3,6,August,Friday
L0004566,INV001314,2023-06-20,Paid,3,542,0,1626,0,1626,20.98,999,627,8.09,INR,0.0129,C0083,Customer_83,Corporate,USA,2021-06-30,P048,Product_48,Electronics,333,EAST,null,2023,6,2,3,June,Tuesday
L0004984,INV001430,2024-02-25,Open,7,395,0,2765,0,2765,2765,2338,427,427,USD,1,C0164,Customer_164,Corporate,USA,2021-08-24,P012,Product_12,Accessories,334,SOUTH,null,2024,2,1,1,February,Sunday
L0006514,INV001864,2024-09-07,Cancelled,1,952,0,952,0,952,952,424,528,528,USD,1,C0146,Customer_146,Test,INDIA,2020-05-10,P011,Product_11,Electronics,424,NORTH,null,2024,9,3,7,September,Saturday
L0000597,INV000170,2024-04-10,Paid,8,135,0,1080,0,1080,13.61,3872,-2792,-35.18,INR,0.0126,C0047,Customer_47,Corporate,USA,2021-12-05,P003,Product_3,Unknown,484,SOUTH,null,2024,4,2,4,April,Wednesday
L0000701,INV000198,2023-12-26,Open,9,676,0,6084,0,6084,6084,3501,2583,2583,USD,1,C0004,Customer_4,Test,USA,2021-07-17,P049,Product_49,Accessories,389,SOUTH,null,2023,12,4,3,December,Tuesday
L0001884,INV000532,2023-06-12,Cancelled,1,463,0,463,0,463,463,157,306,306,USD,1,C0141,Customer_141,Test,UNKNOWN,2023-07-09,P054,Product_54,Electronics,157,EAST,null,2023,6,2,2,June,Monday
L0005189,INV001484,2024-04-24,Open,1,995,0,995,0,995,995,310,685,685,USD,1,C0068,Customer_68,Corporate,INDIA,2021-04-11,P021,Product_21,Accessories,310,EAST,null,2024,4,2,4,April,Wednesday
L0006070,INV001742,2024-07-03,Open,9,650,0,5850,0,5850,6186.38,4266,1584,1675.08,EUR,1.0575,C0215,Customer_215,Corporate,UNKNOWN,2021-03-09,P060,Product_60,Accessories,474,NORTH,null,2024,7,3,4,July,Wednesday
L0001375,INV000386,2023-05-16,Paid,10,0,0,0,0,0,0,1830,-1830,-2073.39,EUR,1.133,C0263,Customer_263,Test,USA,2022-08-26,P031,Product_31,Electronics,183,WEST,null,2023,5,2,3,May,Tuesday
L0001779,INV000505,2024-05-16,Cancelled,10,765,0,7650,0,7650,7650,790,6860,6860,USD,1,C0148,Customer_148,Test,UNKNOWN,2022-02-20,P015,Product_15,Electronics,79,SOUTH,null,2024,5,2,5,May,Thursday
L0003569,INV001033,2023-03-15,Paid,8,511,0,4088,0,4088,4554.44,3608,480,534.77,EUR,1.1141,C0137,Customer_137,Corporate,USA,2020-07-05,P009,Product_9,Electronics,451,EAST,null,2023,3,1,4,March,Wednesday
L0003654,INV001067,2023-08-25,Open,4,643,0,2572,0,2572,2870.09,628,1944,2169.31,EUR,1.1159,C0014,Customer_14,Test,USA,2020-03-06,P054,Product_54,Electronics,157,NORTH,null,2023,8,3,6,August,Friday
L0006342,INV001815,2024-01-06,Cancelled,2,924,0,1848,0,1848,21.07,370,1478,16.85,INR,0.0114,C0015,Customer_15,Corporate,USA,2020-03-02,P008,Product_8,Electronics,185,SOUTH,null,2024,1,1,7,January,Saturday
L0006578,INV001877,2024-08-12,Open,4,159,0,636,0,636,7.63,1064,-428,-5.14,INR,0.012,C0053,Customer_53,Corporate,INDIA,2023-01-03,P010,Product_10,Electronics,266,SOUTH,null,2024,8,3,2,August,Monday
L0006872,INV001956,2024-11-25,Open,2,0,0,0,0,0,0,108,-108,-117.36,EUR,1.0867,C0176,Customer_176,Retail,INDIA,2023-07-04,P037,Product_37,Electronics,54,NORTH,null,2024,11,4,2,November,Monday
L0000738,INV000208,2023-07-29,Cancelled,4,799,0,3196,0,3196,3196,732,2464,2464,USD,1,C0155,Customer_155,Retail,UNKNOWN,2023-10-25,P031,Product_31,Electronics,183,SOUTH,null,2023,7,3,7,July,Saturday
L0001405,INV000395,2023-01-04,Open,2,240,0,480,0,480,512.83,652,-172,-183.76,EUR,1.0684,C0012,Customer_12,Test,INDIA,2023-04-24,P001,Product_1,Unknown,326,WEST,null,2023,1,1,4,January,Wednesday
L0001507,INV000426,2023-06-23,Paid,1,921,0,921,0,921,10.41,109,812,9.18,INR,0.0113,C0072,Customer_72,Corporate,INDIA,2020-07-25,P051,Product_51,Electronics,109,WEST,null,2023,6,2,6,June,Friday
L0003405,INV000987,2024-08-03,Cancelled,3,0,0,0,0,0,0,798,-798,-8.94,INR,0.0112,C0096,Customer_96,Retail,USA,2022-02-16,P010,Product_10,Electronics,266,EAST,null,2024,8,3,7,August,Saturday
L0004274,INV001229,2024-08-03,Cancelled,4,813,0,3252,0,3252,3458.5,300,2952,3139.45,EUR,1.0635,C0275,Customer_275,Retail,UNKNOWN,2020-04-20,P018,Product_18,Unknown,75,EAST,null,2024,8,3,7,August,Saturday
L0004985,INV001430,2024-02-25,Open,5,551,0,2755,0,2755,2755,0,2755,2755,USD,1,C0164,Customer_164,Corporate,USA,2021-08-24,P024,Product_24,Accessories,0,SOUTH,null,2024,2,1,1,February,Sunday
L0005755,INV001653,2024-11-25,Open,10,919,0,9190,0,9190,110.28,3070,6120,73.44,INR,0.012,C0012,Customer_12,Test,INDIA,2023-04-24,P019,Product_19,Accessories,307,EAST,null,2024,11,4,2,November,Monday
L0006033,INV001733,2023-06-07,Open,4,839,0,3356,0,3356,37.59,1416,1940,21.73,INR,0.0112,C0170,Customer_170,Corporate,INDIA,2024-01-13,P027,Product_27,Electronics,354,WEST,null,2023,6,2,4,June,Wednesday
L0007063,INV000992,2023-11-25,Paid,3,537,0,1611,0,1611,17.88,1023,588,6.53,INR,0.0111,C0033,Customer_33,Corporate,USA,2020-01-14,P026,Product_26,Accessories,341,WEST,null,2023,11,4,7,November,Saturday
L0000413,INV000121,2024-01-28,Paid,9,251,0,2259,0,2259,27.33,4356,-2097,-25.37,INR,0.0121,C0098,Customer_98,Test,INDIA,2023-08-03,P003,Product_3,Unknown,484,SOUTH,null,2024,1,1,1,January,Sunday
L0000514,INV000146,2024-01-29,Open,3,0,0.1,0,0,0,0,162,-162,-162,USD,1,C0248,Customer_248,Test,UNKNOWN,2021-11-07,P037,Product_37,Electronics,54,SOUTH,null,2024,1,1,2,January,Monday
L0001355,INV000380,2024-03-01,Paid,7,225,0,1575,0,1575,1718.17,553,1022,1114.9,EUR,1.0909,C0282,Customer_282,Test,INDIA,2024-01-31,P015,Product_15,Electronics,79,SOUTH,null,2024,3,1,6,March,Friday
L0002259,INV000648,2024-08-08,Paid,1,629,0,629,0,629,723.1,228,401,460.99,EUR,1.1496,C0282,Customer_282,Test,INDIA,2024-01-31,P041,Product_41,Accessories,228,SOUTH,null,2024,8,3,5,August,Thursday
L0002287,INV000657,2024-12-14,Open,1,428,0,428,0,428,428,157,271,271,USD,1,C0050,Customer_50,Corporate,INDIA,2020-03-29,P054,Product_54,Electronics,157,EAST,null,2024,12,4,7,December,Saturday
L0002388,INV000687,2023-08-15,Cancelled,8,725,0,5800,0,5800,64.96,2608,3192,35.75,INR,0.0112,C0116,Customer_116,Corporate,USA,2023-09-04,P001,Product_1,Unknown,326,SOUTH,null,2023,8,3,3,August,Tuesday
L0003609,INV001050,2024-05-27,Paid,4,352,0,1408,0,1408,17.6,1332,76,0.95,INR,0.0125,C0235,Customer_235,Retail,INDIA,2023-04-19,P048,Product_48,Electronics,333,NORTH,null,2024,5,2,2,May,Monday
L0003794,INV001105,2024-12-13,Paid,1,0,0,0,0,0,0,424,-424,-5,INR,0.0118,C0108,Customer_108,Test,USA,2022-04-01,P011,Product_11,Electronics,424,NORTH,null,2024,12,4,6,December,Friday
L0004020,INV001161,2023-04-03,Paid,1,0,0,0,0,0,0,451,-451,-451,USD,1,C0112,Customer_112,Corporate,INDIA,2023-03-07,P009,Product_9,Electronics,451,NORTH,null,2023,4,2,2,April,Monday
L0004097,INV001182,2024-06-23,Paid,1,0,0.05,0,0,0,0,333,-333,-351.98,EUR,1.057,C0144,Customer_144,Corporate,USA,2022-05-14,P048,Product_48,Electronics,333,NORTH,null,2024,6,2,1,June,Sunday
L0004132,INV001190,2024-05-11,Cancelled,9,0,0,0,0,0,0,3816,-3816,-3816,USD,1,C0043,Customer_43,Test,UNKNOWN,2020-07-08,P011,Product_11,Electronics,424,NORTH,null,2024,5,2,7,May,Saturday
L0004170,INV001201,2024-06-29,Open,6,565,0,3390,0,3390,3784.6,0,3390,3784.6,EUR,1.1164,C0120,Customer_120,Corporate,INDIA,2022-07-28,P059,Product_59,Accessories,0,WEST,null,2024,6,2,7,June,Saturday
L0004477,INV001286,2023-01-17,Paid,0,903,0,0,0,0,0,0,0,0,INR,0.0111,C0246,Customer_246,Test,USA,2020-05-18,P009,Product_9,Electronics,451,EAST,null,2023,1,1,3,January,Tuesday
L0005158,INV001476,2023-03-29,Cancelled,1,873,0,873,0,873,933.76,284,589,629.99,EUR,1.0696,C0006,Customer_6,Retail,USA,2021-04-02,P035,Product_35,Electronics,284,SOUTH,null,2023,3,1,4,March,Wednesday
L0005532,INV001586,2024-06-16,Paid,7,228,0,1596,0,1596,1596,357,1239,1239,USD,1,C0127,Customer_127,Test,INDIA,2021-06-22,P007,Product_7,Electronics,51,EAST,null,2024,6,2,1,June,Sunday
L0005833,INV001675,2024-08-09,Cancelled,1,759,0,759,0,759,9.79,341,418,5.39,INR,0.0129,C0065,Customer_65,Corporate,INDIA,2020-05-22,P026,Product_26,Accessories,341,EAST,null,2024,8,3,6,August,Friday
